,ID,HeavyAtomCount,MolLogP,NumHeteroatoms,NumRotatableBonds,RingCount,TPSA,LabuteASA,MolWt,FCount,FCount2,Tox_1,Tox_2,Tox_3,Tox_4,Tox_5,Tox_6,Tox_7,Tox_8,Tox_9,Tox_10,Tox_11,Tox_12,Tox_13,Tox_14,Tox_15,Tox_16,Tox_17,Tox_18,Tox_19,Tox_20,Tox_21,Tox_22,Tox_23,Tox_24,Tox_25,Tox_26,Tox_27,Tox_28,Tox_29,Tox_30,Tox_31,Tox_32,Tox_33,Tox_34,Tox_35,Tox_36,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,NHOHCount,NOCount,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,Acceptor_Count,Aromatic_Count,Donor_Count,Hydrophobe_Count,NegIonizable_Count,PosIonizable_Count,Acceptor:Acceptor-6.00,Acceptor:Aromatic-6.00,Acceptor:Donor-6.00,Acceptor:Hydrophobe-6.00,Acceptor:NegIonizable-6.00,Acceptor:PosIonizable-6.00,Aromatic:Aromatic-6.00,Aromatic:Donor-6.00,Aromatic:Hydrophobe-6.00,Aromatic:NegIonizable-6.00,Aromatic:PosIonizable-6.00,Donor:Donor-6.00,Donor:Hydrophobe-6.00,Donor:NegIonizable-6.00,Donor:PosIonizable-6.00,Hydrophobe:Hydrophobe-6.00,Hydrophobe:NegIonizable-6.00,Hydrophobe:PosIonizable-6.00,NegIonizable:NegIonizable-6.00,NegIonizable:PosIonizable-6.00,PosIonizable:PosIonizable-6.00,Acceptor:Acceptor-4.00,Acceptor:Aromatic-4.00,Acceptor:Donor-4.00,Acceptor:Hydrophobe-4.00,Acceptor:NegIonizable-4.00,Acceptor:PosIonizable-4.00,Aromatic:Aromatic-4.00,Aromatic:Donor-4.00,Aromatic:Hydrophobe-4.00,Aromatic:NegIonizable-4.00,Aromatic:PosIonizable-4.00,Donor:Donor-4.00,Donor:Hydrophobe-4.00,Donor:NegIonizable-4.00,Donor:PosIonizable-4.00,Hydrophobe:Hydrophobe-4.00,Hydrophobe:NegIonizable-4.00,Hydrophobe:PosIonizable-4.00,NegIonizable:NegIonizable-4.00,NegIonizable:PosIonizable-4.00,PosIonizable:PosIonizable-4.00,Acceptor:Acceptor-2.00,Acceptor:Aromatic-2.00,Acceptor:Donor-2.00,Acceptor:Hydrophobe-2.00,Acceptor:NegIonizable-2.00,Acceptor:PosIonizable-2.00,Aromatic:Aromatic-2.00,Aromatic:Donor-2.00,Aromatic:Hydrophobe-2.00,Aromatic:NegIonizable-2.00,Aromatic:PosIonizable-2.00,Donor:Donor-2.00,Donor:Hydrophobe-2.00,Donor:NegIonizable-2.00,Donor:PosIonizable-2.00,Hydrophobe:Hydrophobe-2.00,Hydrophobe:NegIonizable-2.00,Hydrophobe:PosIonizable-2.00,NegIonizable:NegIonizable-2.00,NegIonizable:PosIonizable-2.00,PosIonizable:PosIonizable-2.00,CLASS
72,72,19,3.0321,3,6,2,21.7,113.93518991200001,257.33299999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.034821621,429.122310892,13.5017892322,11.3216699187,11.3216699187,9.237183443,6.3199232638,6.3199232638,4.5536090111,4.5536090111,2.535687139,2.535687139,1.6984207541999998,1.6984207541999998,-2.0,13.4320987654,6.8052930057,4.6390532544,0,3,14.3736356385,11.499023666600001,0.0,0.0,6.290026729299999,0.0,0.0,0.0,0.0,0.0,36.398202410799996,38.3608122392,0.0,6.5447564059,9.4737259076,0.0,0.0,4.8999097309,0.0,6.290026729299999,20.6401003713,60.6636706846,0,11.499023666600001,9.4737259076,0.0,11.499023666600001,0.0,31.8300368315,0.0,0.0,0.0,60.6636706846,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,39.1666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,12,0,1,1,9,2,9,0,2,38,11,38,0,11,0,0,0,0,38,0,11,0,0,0,1,6,2,6,0,2,28,5,28,0,5,0,0,0,0,28,0,5,0,0,0,0,2,1,2,0,1,18,1,18,0,1,0,0,0,0,18,0,1,0,0,0,0
79,79,18,3.2711,8,7,1,70.83,110.26471109100001,291.265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.809298824,440.086190475,13.596011838199999,10.0675315729,11.7784553448,8.504149058200001,5.3361070946,7.8921456963,3.1250607826,6.0601007254,1.8391786288,4.2785195785,1.1640120059,3.2469818279,-1.01,15.048858151900001,6.7978845862,4.3433467529000005,0,6,4.5237471617,5.749511833300001,0.0,0.0,5.687386274700001,6.7186072324,19.1618125922,0.0,0.0,0.0,0.0,25.9802085363,23.9395902256,18.1370749778,18.494552534,24.212849595700003,0.0,0.0,0.0,13.847474399400001,13.213763929,34.3797865426,0,5.749511833300001,4.5237471617,5.687386274700001,5.749511833300001,6.7186072324,18.1370749778,20.8543504121,10.1143182688,13.847474399400001,24.2654682738,0.0,0.0,0,0,5.177146059,0,0,0,0,0,0,16.0746193941,28.0537901025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,1,0,0,0,0,0,10,0,25,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,10,0,24,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,17,0,0,0,0,0,1
82,82,20,0.193,7,5,2,78.89,115.01518969,278.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3816217977000003,766.23985363,14.861442840599999,11.9193766473,11.9193766473,9.4304281103,6.5346193493,6.5346193493,4.9851918182,4.9851918182,3.361561824,3.361561824,2.2372795661000002,2.2372795661000002,-2.18,14.2337864054,5.4390706302,2.4291807865,0,7,9.3616368319,5.7832449464,11.163877938399999,0.0,5.5592668950999995,5.689743398200001,13.9287364797,9.778515705,0.0,0.0,0.0,19.7653804455,27.0609219942,6.3273200748,4.7945371841,16.9471228847,0.0,18.6852774643,14.0953439654,32.7309584744,0.0,27.1654047362,0,0.0,11.2490102933,0.0,0.0,0.0,24.4685224107,25.434637555300004,0.0,26.1862020685,15.9163944429,0.0,11.163877938399999,0,0,0.0,0,0,0,0,0,0,4.2034046412,48.129928692200004,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,0,3,0,5,5,14,0,8,0,10,28,0,23,0,25,0,0,0,0,3,0,0,0,0,10,3,14,0,6,0,10,26,0,13,0,23,0,0,0,0,3,0,0,0,0,10,1,8,0,2,0,5,14,0,2,0,12,0,0,0,0,3,0,0,0,0,8,0
92,92,26,5.3485,4,2,4,54.37,156.857197309,366.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5811460645,903.2395331910001,18.2587840661,14.243604466099999,14.9995334121,12.558550648099999,8.92989823,9.307862703,7.066212616900001,7.5026483973,5.6096234435,5.8615997588,4.2139750543,4.339963212,-2.39,17.0454064958,6.7297729363,2.864339161,1,3,5.1065273948000005,5.7591648716999995,0.0,11.5664898927,0.0,0.0,9.589074368099999,0.0,0.0,0.0,47.999142301000006,55.215284212600004,21.7226408272,0.0,14.695601762999999,28.9265946546,0.0,0.0,5.9179060462,31.6011925379,0.0,75.8170288666,0,0.0,0.0,0.0,0.0,11.6009398902,16.6730172876,4.7945371841,5.9179060462,53.086084197,54.1040410778,5.0226333137,5.7591648716999995,0,0,5.9590586128,0,0,0,0,0,0,0.0,56.1520524983,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,1,19,0,0,3,8,2,8,0,0,34,6,57,0,0,0,0,0,0,103,0,0,0,0,0,3,7,2,7,0,0,28,5,43,0,0,0,0,0,0,72,0,0,0,0,0,1,3,0,3,0,0,16,4,22,0,0,0,0,0,0,34,0,0,0,0,0,0
95,95,21,3.7647,4,2,3,54.37,126.54776472200001,298.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0442387366999997,736.565121492,14.982763184200001,11.4978674016,12.3143639825,10.058550648099999,6.717294839199999,7.5337914201,5.1252601037,6.2090370602,3.7133603554000003,4.9074541883,2.4216706384,3.495307883,-2.07,13.8922546796,5.3719797361,2.5879871544,1,3,5.1065273948000005,0.0,5.7832449464,0.0,0.0,5.969305287999999,9.589074368099999,0.0,0.0,0.0,42.0937202917,30.18337432,21.7752400657,5.9179060462,14.695601762999999,23.514435183699998,0.0,0.0,0.0,29.0534318198,0.0,59.1549239543,0,0.0,0.0,0.0,0.0,11.7618849494,16.8590776292,11.215358807000001,0.0,34.326534905,52.2555364303,0.0,0.0,0,0,1.5676388889,0,0,0,0,0,0,0.0,50.7656944444,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,1,13,3,0,2,7,1,7,1,0,54,5,59,15,0,0,0,0,0,63,18,0,3,0,0,1,6,1,6,1,0,40,2,45,11,0,0,0,0,0,46,14,0,3,0,0,1,2,1,2,1,0,19,0,23,2,0,0,0,0,0,23,4,0,3,0,0,0
101,101,43,3.2099,16,12,5,200.11,245.94699714,605.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6546338201,1800.73527746,30.3987659788,23.2922650302,24.1087616112,20.7843567257,12.9431385692,14.4263018168,9.2102234601,10.8394976269,5.9704677855999995,7.2246972205999995,3.8073948968,4.7435181995999995,-5.22,29.2784803804,12.745914646300001,6.6523741578,3,15,19.3171162562,12.3008099594,28.167250921100003,11.573916331300001,15.903279489800001,0.0,9.7060733854,9.9679570419,18.615160600899998,10.197363616599999,32.0465756048,47.0265779758,17.9571386349,13.716679505799998,27.7349132406,15.8411539312,0.0,40.5600478917,0.0,24.7913404242,25.0456563348,66.4880751826,0,46.034712318800004,18.9326837259,5.817862777799999,23.1285238363,0.0,74.4079337412,10.0232911534,0.0,25.328831937199997,65.95058366960001,0.0,22.9061884825,0,0,-4.278411784599999,0,0,0,0,0,0,27.122332763400003,83.2394123545,0,1,1,0,0,8,1,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,13,29,5,11,0,0,40,89,17,32,0,0,185,45,72,0,0,3,0,0,0,26,0,0,0,0,0,27,55,11,16,0,0,120,24,49,0,0,3,0,0,0,25,0,0,0,0,0,14,28,7,6,0,0,57,7,23,0,0,3,0,0,0,14,0,0,0,0,0,0
102,102,30,4.1074,5,16,2,81.95,180.27885348200002,415.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3851337618000001,692.802908533,21.4431005321,17.9313228739,17.9313228739,14.7027086004,11.1352381844,11.1352381844,7.7354768626,7.7354768626,5.2355363264,5.2355363264,3.3836432849,3.3836432849,-1.92,24.350373054299997,14.9673413953,9.720794934099999,4,5,25.373233742300002,5.749511833300001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2398456566,61.9085016409,25.3219718266,12.7108483523,20.0564451383,0.0,0.0,5.316788604,0.0,57.65659971270001,26.303276740900003,65.2212910228,0,5.749511833300001,5.316788604,0.0,5.749511833300001,0.0,41.6228589254,17.764566541199997,0.0,61.3192506004,48.5309365477,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,66.0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,12,4,19,0,1,1,2,1,5,0,0,25,21,31,0,5,3,4,0,0,63,0,5,0,0,0,1,0,1,3,0,0,25,19,25,0,4,1,3,0,0,45,0,4,0,0,0,1,0,1,1,0,0,18,9,18,0,0,1,1,0,0,29,0,0,0,0,0,0
104,104,36,4.2758,9,10,3,117.0,208.754506586,492.528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9376273673,1215.6377904,26.0787750224,20.3544752026,20.3544752026,17.3286062581,11.3078584143,11.3078584143,8.027692016,8.027692016,5.555692105,5.555692105,3.9317549744,3.9317549744,-4.24,26.3662448058,12.459573601199999,6.4535119064,1,9,19.5273774654,13.213763929,0.0,0.0,5.687386274700001,11.938610575899999,10.1143182688,9.589074368099999,0.0,0.0,48.5405895861,31.0503974896,30.6366103043,28.5943081196,28.722974278400002,23.702016957399998,0.0,5.316788604,0.0,19.7653804455,26.9304434348,104.454832661,0,0.0,5.316788604,5.687386274700001,0.0,0.0,43.7923650595,23.7996632295,10.1143182688,30.892283428899997,83.2136114092,0.0,6.0760201068,0,0,0.0,0,0,0,0,0,0,0.0,91.8333333333,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,12,1,20,0,0,1,2,0,6,0,0,16,0,39,0,0,0,11,0,0,70,0,0,0,0,0,1,1,0,5,0,0,15,0,32,0,0,0,6,0,0,52,0,0,0,0,0,1,0,0,1,0,0,10,0,18,0,0,0,2,0,0,27,0,0,0,0,0,0
107,107,35,7.2176,3,9,4,29.54,210.68385097900003,469.66900000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2372372975,1006.72717302,24.6751513396,21.4510619518,21.4510619518,16.8979980512,13.0143466149,13.0143466149,10.732569314800001,10.732569314800001,7.0188629446,7.0188629446,4.8303389449,4.8303389449,-2.75,25.3461219255,11.7893078925,7.1267180342,0,3,9.6367726847,6.1039663878,5.7832449464,0.0,0.0,0.0,4.7945371841,0.0,0.0,0.0,105.700350558,47.9125662192,25.0737859264,6.1039663878,9.5314001379,5.7832449464,0.0,4.8999097309,0.0,64.0774213357,19.634269217699998,107.182944925,0,0.0,0.0,0.0,0.0,0.0,36.4213902827,10.1518534232,0.0,79.6068076294,84.9291389585,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,69.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,1,24,0,1,1,6,1,8,0,1,71,5,101,0,5,0,1,0,0,112,0,7,0,0,0,0,1,1,3,0,1,56,1,84,0,1,0,0,0,0,91,0,3,0,0,0,0,0,0,2,0,0,34,0,42,0,0,0,0,0,0,49,0,1,0,0,0,0
120,120,30,4.0119,9,14,1,95.94,187.214108425,461.38599999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9618475194,704.637179417,22.518297090100003,17.456711406300002,18.9685692983,14.294131415499999,10.051222064400001,10.8071510105,6.9660944902,7.7804947437,4.5518399144,5.2908691931,2.9091293728,3.2072205544,-1.83,26.2054987575,14.223290038499998,9.3231560124,2,7,20.0600886835,6.0418408292,0.0,5.9071797294,5.9071797294,5.969305287999999,14.3836115522,0.0,0.0,0.0,42.967260226,37.4615660742,38.7904654322,10.0452666275,24.227001900900003,40.985544527100004,0.0,10.2166983349,0.0,51.4905077664,26.8061923176,33.8078193246,0,0.0,5.316788604,0.0,0.0,23.2018797805,60.6381350191,14.3259373219,0.0,55.806655613000004,18.199101205399998,10.0452666275,0.0,0,0,11.8639649776,0,0,0,0,0,0,0.0,66.191590578,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,6,3,12,3,0,7,0,6,12,7,0,10,7,16,3,0,2,8,5,0,28,11,0,3,0,0,4,0,4,7,4,0,10,4,11,0,0,0,5,1,0,20,3,0,3,0,0,1,0,3,4,1,0,8,1,8,0,0,0,0,0,0,12,2,0,3,0,0,0
136,136,10,1.0388,5,1,0,50.69,63.9964200093,162.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6080443808,146.583377077,7.983127663099999,6.1719584669000005,6.9884550478,4.7019072626,2.6768017097,3.9015465811000003,1.4431738455,2.4422446122999997,0.7566451685,1.422003244,0.1886444654,0.3004478643,-0.71,9.29,5.1047932717,4.196814348999999,1,4,5.316788604,5.043716986600001,0.0,0.0,0.0,6.0932400709,4.8375885837,4.7945371841,0.0,11.7618849494,5.1557127268,13.1795063832,7.0476719827,0.0,9.6321257678,22.8988420069,0.0,5.316788604,5.1557127268,6.923737199700001,13.303441166199999,0.0,0,0.0,5.316788604,4.7945371841,0.0,11.7618849494,24.440398223699997,4.8375885837,0.0,6.923737199700001,5.1557127268,0.0,0.0,0,0,1.4222467876,0,0,0,0,0,0,0.0,25.744419879099997,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,140,21,2.4722,5,1,3,52.9,126.856612865,300.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2716729569,728.311764798,14.982763184200001,11.3240059727,12.0799349187,10.0753874005,6.4649307588,6.842895231799999,4.7761262555,5.2125620360000005,3.4251441633999997,3.6602412662,2.3554435285,2.5275465524,-2.17,13.7966760316,5.3134001744,2.4356620201,1,4,10.0064371257,0.0,0.0,6.227901170700001,5.9071797294,0.0,4.7945371841,4.9924047326,0.0,0.0,41.9327752325,18.199101205399998,23.1972082798,11.3990712775,9.9010645789,28.907190897,0.0,0.0,4.9924047326,6.227901170700001,11.947581713499998,64.6804728448,0,0.0,4.8999097309,5.687386274700001,0.0,11.6009398902,30.0009652804,4.7945371841,0.0,11.126902983399999,53.523341280299995,5.0226333137,0.0,0,0,6.0822534189,0,0,0,0,0,0,0.0,45.362191025600005,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,1,12,0,0,1,14,1,14,0,0,52,2,52,0,0,0,6,0,0,52,0,0,0,0,0,1,5,1,5,0,0,31,2,31,0,0,0,2,0,0,31,0,0,0,0,0,1,1,1,1,0,0,16,1,16,0,0,0,0,0,0,16,0,0,0,0,0,0
156,156,12,1.7516,1,3,1,3.24,74.01517275350001,159.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4806686987999997,258.082643468,8.8115547879,7.325528772999999,7.325528772999999,5.8256985027,3.9861346458,3.9861346458,2.8620128007,2.8620128007,1.6565205046,1.6565205046,1.106831972,1.106831972,-1.26,8.8331098697,4.5839826601,2.773447112,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.8999097309,0.0,0.0,6.4233498955999995,36.252269661199996,12.611123474400001,6.5447564059,6.5447564059,0.0,0.0,0.0,4.8999097309,0.0,6.5447564059,13.592428388599998,35.895286834000004,0,12.343784214500001,0.0,0.0,0.0,0.0,18.4923381194,6.5447564059,12.343784214500001,5.5634514916999995,30.3318353423,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,25.1666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,7,0,1,0,0,0,0,0,0,10,5,15,0,5,0,1,0,0,15,0,5,0,0,0,0,0,0,0,0,0,10,5,12,0,5,0,1,0,0,12,0,5,0,0,0,0,0,0,0,0,0,8,2,8,0,2,0,1,0,0,8,0,2,0,0,0,0
166,166,22,3.0377,7,2,3,84.6,130.140441234,315.716,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2335991802,817.430013234,15.6898699654,11.245695200899998,12.001624146900001,10.558550648099999,6.4406336464,6.818598119400001,4.6798536884,5.0870538151,3.2529341739,3.582522395,2.2599967578999998,2.4852334053,-2.73,14.217519400999999,5.5727230465,2.5586032534,1,6,5.316788604,6.5447564059,0.0,5.9071797294,5.687386274700001,0.0,19.9012601855,0.0,0.0,0.0,29.8000410956,12.1327341369,28.2822704341,16.3223823263,9.7178482329,34.5945771717,0.0,0.0,4.9924047326,0.0,11.8615450099,68.7284240451,0,0.0,5.316788604,11.374772549400001,0.0,11.6009398902,23.0869321869,4.7945371841,10.1143182688,11.126902983399999,47.4569742119,5.0226333137,0.0,0,0,6.1960421741,0,0,0,0,0,0,0.0,53.5817356037,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,15,0,0,0,5,0,7,0,0,51,5,76,0,0,0,8,0,0,77,0,0,0,0,0,0,2,0,2,0,0,39,5,56,0,0,0,4,0,0,57,0,0,0,0,0,0,0,0,0,0,0,22,4,28,0,0,0,0,0,0,29,0,0,0,0,0,0
