,ID,HeavyAtomCount,MolLogP,NumHeteroatoms,NumRotatableBonds,RingCount,TPSA,LabuteASA,MolWt,FCount,FCount2,Tox_1,Tox_2,Tox_3,Tox_4,Tox_5,Tox_6,Tox_7,Tox_8,Tox_9,Tox_10,Tox_11,Tox_12,Tox_13,Tox_14,Tox_15,Tox_16,Tox_17,Tox_18,Tox_19,Tox_20,Tox_21,Tox_22,Tox_23,Tox_24,Tox_25,Tox_26,Tox_27,Tox_28,Tox_29,Tox_30,Tox_31,Tox_32,Tox_33,Tox_34,Tox_35,Tox_36,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,NHOHCount,NOCount,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,Acceptor_Count,Aromatic_Count,Donor_Count,Hydrophobe_Count,NegIonizable_Count,PosIonizable_Count,Acceptor:Acceptor-6.00,Acceptor:Aromatic-6.00,Acceptor:Donor-6.00,Acceptor:Hydrophobe-6.00,Acceptor:NegIonizable-6.00,Acceptor:PosIonizable-6.00,Aromatic:Aromatic-6.00,Aromatic:Donor-6.00,Aromatic:Hydrophobe-6.00,Aromatic:NegIonizable-6.00,Aromatic:PosIonizable-6.00,Donor:Donor-6.00,Donor:Hydrophobe-6.00,Donor:NegIonizable-6.00,Donor:PosIonizable-6.00,Hydrophobe:Hydrophobe-6.00,Hydrophobe:NegIonizable-6.00,Hydrophobe:PosIonizable-6.00,NegIonizable:NegIonizable-6.00,NegIonizable:PosIonizable-6.00,PosIonizable:PosIonizable-6.00,Acceptor:Acceptor-4.00,Acceptor:Aromatic-4.00,Acceptor:Donor-4.00,Acceptor:Hydrophobe-4.00,Acceptor:NegIonizable-4.00,Acceptor:PosIonizable-4.00,Aromatic:Aromatic-4.00,Aromatic:Donor-4.00,Aromatic:Hydrophobe-4.00,Aromatic:NegIonizable-4.00,Aromatic:PosIonizable-4.00,Donor:Donor-4.00,Donor:Hydrophobe-4.00,Donor:NegIonizable-4.00,Donor:PosIonizable-4.00,Hydrophobe:Hydrophobe-4.00,Hydrophobe:NegIonizable-4.00,Hydrophobe:PosIonizable-4.00,NegIonizable:NegIonizable-4.00,NegIonizable:PosIonizable-4.00,PosIonizable:PosIonizable-4.00,Acceptor:Acceptor-2.00,Acceptor:Aromatic-2.00,Acceptor:Donor-2.00,Acceptor:Hydrophobe-2.00,Acceptor:NegIonizable-2.00,Acceptor:PosIonizable-2.00,Aromatic:Aromatic-2.00,Aromatic:Donor-2.00,Aromatic:Hydrophobe-2.00,Aromatic:NegIonizable-2.00,Aromatic:PosIonizable-2.00,Donor:Donor-2.00,Donor:Hydrophobe-2.00,Donor:NegIonizable-2.00,Donor:PosIonizable-2.00,Hydrophobe:Hydrophobe-2.00,Hydrophobe:NegIonizable-2.00,Hydrophobe:PosIonizable-2.00,NegIonizable:NegIonizable-2.00,NegIonizable:PosIonizable-2.00,PosIonizable:PosIonizable-2.00,CLASS
96,96,30,5.0067,6,7,4,73.44,174.33738738,404.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7729339990000001,1182.23383529,21.0872111909,17.2679230116,17.2679230116,14.5628819457,9.864678871599999,9.864678871599999,7.3677741045000005,7.3677741045000005,4.7825102181,4.7825102181,3.5005838759,3.5005838759,-3.38,19.9157283366,8.5492561968,3.9972030208,1,6,19.1945673823,12.3563937978,5.6939279949,0.0,0.0,5.969305287999999,0.0,9.778515705,0.0,0.0,30.3318353423,37.6100270965,28.9623981795,24.424392641500003,19.0051260455,27.7751551521,0.0,9.9679570419,0.0,33.1652047162,7.1097975413,71.5486110975,0,5.749511833300001,4.7368629538,0.0,5.749511833300001,0.0,29.1510262589,22.687489836599998,0.0,35.4628425617,54.7277801193,0.0,21.805849864200002,0,0,0.0,0,0,0,0,0,0,0.0,66.3333333333,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,19,1,17,0,0,6,2,0,13,0,0,126,8,101,0,0,0,4,0,0,83,0,0,0,0,0,6,2,0,9,0,0,93,7,65,0,0,0,1,0,0,59,0,0,0,0,0,1,2,0,4,0,0,47,3,32,0,0,0,0,0,0,32,0,0,0,0,0,0
101,101,43,3.2099,16,12,5,200.11,245.94699714,605.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6546338201,1800.73527746,30.3987659788,23.2922650302,24.1087616112,20.7843567257,12.9431385692,14.4263018168,9.2102234601,10.8394976269,5.9704677855999995,7.2246972205999995,3.8073948968,4.7435181995999995,-5.22,29.2784803804,12.745914646300001,6.6523741578,3,15,19.3171162562,12.3008099594,28.167250921100003,11.573916331300001,15.903279489800001,0.0,9.7060733854,9.9679570419,18.615160600899998,10.197363616599999,32.0465756048,47.0265779758,17.9571386349,13.716679505799998,27.7349132406,15.8411539312,0.0,40.5600478917,0.0,24.7913404242,25.0456563348,66.4880751826,0,46.034712318800004,18.9326837259,5.817862777799999,23.1285238363,0.0,74.4079337412,10.0232911534,0.0,25.328831937199997,65.95058366960001,0.0,22.9061884825,0,0,-4.278411784599999,0,0,0,0,0,0,27.122332763400003,83.2394123545,0,1,1,0,0,8,1,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,13,29,5,11,0,0,40,89,17,32,0,0,185,45,72,0,0,3,0,0,0,26,0,0,0,0,0,27,55,11,16,0,0,120,24,49,0,0,3,0,0,0,25,0,0,0,0,0,14,28,7,6,0,0,57,7,23,0,0,3,0,0,0,14,0,0,0,0,0,0
102,102,30,4.1074,5,16,2,81.95,180.27885348200002,415.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3851337618000001,692.802908533,21.4431005321,17.9313228739,17.9313228739,14.7027086004,11.1352381844,11.1352381844,7.7354768626,7.7354768626,5.2355363264,5.2355363264,3.3836432849,3.3836432849,-1.92,24.350373054299997,14.9673413953,9.720794934099999,4,5,25.373233742300002,5.749511833300001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2398456566,61.9085016409,25.3219718266,12.7108483523,20.0564451383,0.0,0.0,5.316788604,0.0,57.65659971270001,26.303276740900003,65.2212910228,0,5.749511833300001,5.316788604,0.0,5.749511833300001,0.0,41.6228589254,17.764566541199997,0.0,61.3192506004,48.5309365477,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,66.0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,12,4,19,0,1,1,2,1,5,0,0,25,21,31,0,5,3,4,0,0,63,0,5,0,0,0,1,0,1,3,0,0,25,19,25,0,4,1,3,0,0,45,0,4,0,0,0,1,0,1,1,0,0,18,9,18,0,0,1,1,0,0,29,0,0,0,0,0,1
103,103,21,3.875,2,4,3,6.48,127.55692831299999,280.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9460857282,556.520278223,14.656489770599999,13.0487632504,13.0487632504,10.254020195399999,7.8359036381,7.8359036381,6.0658919419,6.0658919419,4.2155475402,4.2155475402,3.1561689443,3.1561689443,-1.8,14.1505161979,6.3148433102,3.1083454811,0,2,9.7998194617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.398202410799996,63.1622023604,17.9195289553,0.0,0.0,11.374772549400001,0.0,4.8999097309,0.0,19.262464868800002,32.084766508,59.657839531099995,0,0.0,4.8999097309,11.374772549400001,0.0,0.0,32.084766508,12.841643245899999,0.0,17.5477246063,48.5309365477,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,38.1666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,13,0,1,0,0,0,0,0,0,43,6,50,0,6,0,3,0,0,54,0,7,0,0,0,0,0,0,0,0,0,31,1,37,0,1,0,1,0,0,40,0,2,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,1,0,0,16,0,1,0,0,0,1
105,105,21,4.1583,3,7,2,50.19,124.528892927,281.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.114025274,549.630095721,14.9160027946,11.9046052981,11.9046052981,10.2708569478,7.149306076499999,7.149306076499999,4.8650455422,4.8650455422,3.2505624980000003,3.2505624980000003,2.2091238104,2.2091238104,-2.42,14.978146573399998,7.9987876255999995,4.877052583399999,1,3,5.1065273948000005,0.0,0.0,0.0,0.0,5.969305287999999,9.778515705,0.0,0.0,0.0,42.474222517600005,36.465387959,24.3779602578,0.0,9.9010645789,11.542409818,0.0,4.983978521,0.0,25.683286491700002,0.0,72.06117971270001,0,0.0,0.0,0.0,0.0,0.0,16.059811203699997,4.7945371841,0.0,36.8101894751,60.9342767293,0.0,5.5731045301,0,0,0.0,0,0,0,0,0,0,0.0,48.6666666667,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,12,1,13,3,0,1,3,1,2,1,0,43,0,38,1,0,0,1,0,0,55,15,0,3,0,0,1,3,1,2,1,0,30,0,29,0,0,0,1,0,0,42,9,0,3,0,0,1,3,1,2,1,0,17,0,16,0,0,0,1,0,0,23,3,0,3,0,0,0
130,130,26,2.3617,7,5,4,45.78,156.75759805200002,371.87199999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2829703463,942.25251787,17.9325106525,14.5908303628,15.346759308800001,12.7035099382,8.976748196,9.354712669,6.596668885900001,7.0331046663,4.8783201705,5.1134172733,3.4603526783,3.6448810575,-2.31,17.1213066176,7.5145213902,3.6135656637999998,0,6,4.8999097309,0.0,5.647177220800001,0.0,0.0,5.689743398200001,9.300604337100001,9.4763401192,0.0,5.098681808299999,23.7336740272,36.752656965199996,56.1754015955,0.0,0.0,22.935503385700002,0.0,19.081089080599998,0.0,12.965578028800001,37.6236917604,64.1683269469,0,0.0,10.5896531291,5.687386274700001,0.0,11.6009398902,51.8048711101,6.5447564059,0.0,6.420821622899999,53.455950234899994,5.0226333137,5.647177220800001,0,0,6.0889805936000005,0,0,0,0,0,0,3.1540816651999997,46.034715518999995,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,15,1,7,0,1,0,4,0,0,0,0,43,0,15,0,0,0,3,0,0,16,0,1,0,0,0,0,4,0,0,0,0,37,0,12,0,0,0,1,0,0,13,0,1,0,0,0,0,2,0,0,0,0,22,0,8,0,0,0,1,0,0,8,0,1,0,0,0,1
133,133,18,1.16802,7,3,2,97.97,104.943264175,264.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2981199679,652.998359754,13.173362107400001,9.6606239467,10.4771205276,8.4711636777,5.1526517144,6.635814962,3.6961633379000003,5.378565579299999,2.2108654164,3.5549363083,1.3241761705,2.2751215155,-2.15,12.3106890965,4.6128912307,2.7476688723000002,3,6,5.7336674772,0.0,0.0,5.948339281,10.0232911534,0.0,0.0,23.1078488907,0.0,0.0,0.0,37.255572541999996,17.578157841099998,4.8954834755,8.417796984299999,21.659016709099998,0.0,9.9679570419,0.0,11.8192206752,10.4557623416,42.2226069088,0,0.0,10.4557623416,11.635725555699999,0.0,0.0,18.385754026199997,10.0232911534,6.923737199700001,5.6939279949,41.4241623894,0.0,0.0,0,0,-3.6774074074,0,0,0,0,0,0,23.984501133800002,27.776239606999997,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,12,2,6,0,0,6,16,6,0,0,0,44,12,10,0,0,1,0,0,0,10,0,0,0,0,0,5,12,4,0,0,0,32,10,10,0,0,0,0,0,0,10,0,0,0,0,0,3,6,3,0,0,0,19,3,8,0,0,0,0,0,0,8,0,0,0,0,0,0
145,145,24,4.9853,2,1,4,37.3,147.33546666799998,332.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6095966318000001,538.0880044769999,17.3280626458,16.1061742626,16.1061742626,11.1731043819,10.4014765878,10.4014765878,10.6430788449,10.6430788449,9.4443830495,9.4443830495,8.0989841254,8.0989841254,-0.37,17.0643793313,5.3154962874,2.2736893572,1,2,5.1065273948000005,5.7832449464,0.0,0.0,0.0,0.0,4.7945371841,0.0,0.0,0.0,13.847474399400001,106.13647412899999,5.9179060462,5.601050811,9.9010645789,5.7832449464,0.0,0.0,40.4195111696,91.0833942161,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.4908231522,4.7945371841,40.4195111696,85.4823434051,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,46.5833333333,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1
173,173,22,4.0189,3,0,4,24.92,135.77954529299998,310.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9778513675999998,740.850445001,14.940946820899999,12.5319203708,13.287849316800001,10.8264998405,7.985483940499999,8.3634484135,6.0411549959,6.4775907764,4.68904124,4.9241383428,3.6118081700999998,3.8065083964,-1.64,13.9843666729,5.8640629367,2.4668840166,1,2,5.316788604,0.0,0.0,0.0,0.0,0.0,4.983978521,0.0,0.0,0.0,29.306778557199998,73.662254984,16.7925814154,5.6939279949,0.0,17.1740444203,0.0,10.300767125,0.0,25.683286491700002,13.0895128118,69.5086992277,0,0.0,5.316788604,0.0,0.0,11.6009398902,18.0734913328,12.841643245899999,0.0,35.2259257158,42.101783444,5.0226333137,5.5731045301,0,0,6.233048067,0,0,0,0,0,0,0.0,36.0447297108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,1,9,0,1,0,8,1,8,0,1,52,6,59,0,6,0,3,0,0,36,0,5,0,0,0,0,3,0,3,0,0,36,1,42,0,1,0,1,0,0,32,0,3,0,0,0,0,2,0,1,0,0,15,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0
181,181,13,-1.0397,6,0,2,72.68,72.4540434172,180.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1784609855,574.170559382,9.5854219587,7.235487636599999,7.235487636599999,6.1090609053,3.713500452,3.713500452,2.8459819306,2.8459819306,1.9756153887999999,1.9756153887999999,1.2614350385,1.2614350385,-1.85,7.7813400735,2.3172381706,0.9146218912,1,6,4.5670996478,0.0,11.163877938399999,0.0,5.5592668950999995,5.689743398200001,14.3456153528,9.778515705,0.0,0.0,0.0,0.0,14.0953439654,6.3273200748,0.0,11.163877938399999,0.0,19.1021563375,14.0953439654,0.0,0.0,27.1654047362,0,0.0,11.2490102933,0.0,0.0,0.0,19.1021563375,14.0953439654,0.0,0.0,15.9163944429,0.0,11.163877938399999,0,0,0.0,0,0,0,0,0,0,2.8793055556000002,33.287361111100005,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,0,0,5,3,10,1,0,0,8,28,2,0,0,22,1,0,0,8,0,0,0,0,0,6,3,10,1,0,0,8,26,2,0,0,20,1,0,0,6,0,0,0,0,0,6,1,5,1,0,0,3,14,1,0,0,10,0,0,0,3,0,0,0,0,0,4,0
216,216,26,4.5347,5,6,3,40.54,161.515817733,420.32199999999995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4445792101,737.6113236939999,18.5707033329,14.627154049300001,16.213150588399998,12.4601455423,8.957773295900001,9.7507715655,6.9137411175,7.8294166462,5.1091692868,5.6378347998,3.4386964146,3.7030291711000003,-1.56,19.2085027728,8.4203788626,4.7828635655000005,1,3,10.0064371257,5.8172208411,5.7832449464,0.0,0.0,0.0,4.7945371841,4.3904150476999995,0.0,0.0,28.0626780349,67.7688751772,29.5465054423,5.601050811,14.291479626600001,21.7131888443,0.0,4.8999097309,0.0,31.2843373027,19.634269217699998,69.947779888,0,0.0,0.0,4.3904150476999995,0.0,15.9299438979,35.4239512898,5.601050811,5.8172208411,41.604726659200004,53.0036560635,0.0,0.0,0,0,0.0,0,0,0,0,0,0,13.9168039478,44.4954279246,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,2,14,0,1,1,6,2,8,0,1,25,5,35,0,4,1,9,0,0,36,0,6,0,0,0,0,3,1,5,0,1,24,1,32,0,1,1,3,0,0,33,0,3,0,0,0,0,0,0,2,0,0,17,0,19,0,0,1,0,0,0,20,0,1,0,0,0,1
234,235,30,2.9708,9,8,2,117.0,174.387015412,418.44599999999997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.602707346,902.3708831619999,22.421920773000004,17.6832668063,17.6832668063,14.1668102155,9.4686457176,9.4686457176,7.0702411726,7.0702411726,4.477906014599999,4.477906014599999,3.2594183686,3.2594183686,-3.2,23.082594068600002,10.0174440039,5.2353542732,1,9,19.5273774654,6.6068819645,0.0,0.0,5.687386274700001,11.938610575899999,10.1143182688,9.589074368099999,0.0,0.0,12.1327341369,33.2584002905,30.6366103043,34.6982745074,28.722974278400002,17.6259968506,0.0,5.316788604,0.0,39.7168212327,20.3235614703,62.48352572060001,0,0.0,5.316788604,5.687386274700001,0.0,0.0,43.289449482799995,23.7996632295,10.1143182688,39.1763063366,46.8057559601,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,80.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,1,15,0,0,8,0,0,9,0,0,15,0,43,0,0,0,13,0,0,74,0,0,0,0,0,5,0,0,6,0,0,15,0,34,0,0,0,8,0,0,52,0,0,0,0,0,2,0,0,3,0,0,10,0,18,0,0,0,2,0,0,27,0,0,0,0,0,1
252,253,19,1.1176,5,5,2,42.96,113.99544042299999,266.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23326686,417.397258135,13.664925939000002,11.8621929112,11.8621929112,9.2955549577,6.507144379400001,6.507144379400001,4.5195911092,4.5195911092,3.3892928288,3.3892928288,2.3978668757,2.3978668757,-1.46,13.959862474100001,6.6326704168,3.1084093148000003,1,5,19.5273774654,0.0,11.499023666600001,5.749511833300001,0.0,0.0,4.8999097309,0.0,0.0,0.0,6.0663670685,6.0663670685,38.2872335213,21.3293926238,14.210588861400002,0.0,0.0,10.2166983349,0.0,6.5447564059,47.5084182475,17.6961856286,0,17.2485354999,19.5273774654,0.0,17.2485354999,0.0,52.4083279783,6.5447564059,0.0,5.5634514916999995,12.1327341369,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,39.1666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,6,0,2,2,0,3,0,0,3,10,9,10,0,9,1,0,0,1,10,0,9,0,0,1,1,0,1,0,0,1,10,6,10,0,6,1,0,0,1,10,0,6,0,0,1,1,0,0,0,0,0,8,3,8,0,3,0,0,0,0,8,0,3,0,0,0,0
262,263,21,0.8768,9,5,2,116.43,121.535296748,310.335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3363061546,709.172688016,15.4578191578,11.399770258499998,12.216266839400001,9.9410201328,5.798146295,7.2813095426,3.9508092432999997,5.6332114847,2.5134693398,3.8575402318000003,1.4847978503,2.4286821141,-2.55,14.850737505,5.8339498889999994,3.5097319268000002,3,8,15.2073933848,0.0,0.0,17.7083159539,10.0232911534,0.0,0.0,13.139891848800001,9.9679570419,0.0,0.0,24.2654682738,5.687386274700001,25.1814456265,17.8915228919,21.659016709099998,0.0,9.9679570419,0.0,4.8954834755,24.6753574242,30.3318353423,0,11.759976672899999,19.929488249200002,11.635725555699999,11.759976672899999,0.0,32.6053491088,10.0232911534,0.0,0.0,35.227318817800004,0.0,0.0,0,0,-3.8217176870999996,0,0,0,0,0,0,24.3971523054,36.1745653817,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,12,2,6,0,0,14,16,7,0,0,0,44,11,10,0,0,0,0,0,0,10,0,0,0,0,0,12,12,4,0,0,0,32,9,10,0,0,0,0,0,0,10,0,0,0,0,0,6,6,2,0,0,0,19,2,8,0,0,0,0,0,0,8,0,0,0,0,0,0
